entity_type	entity_name	internal_id	location	region	acquisition_method	cost	currency	quantity	prerequisites	earliest_gate	earliest_gate_name	mode_availability	encounter_rate	level_min	level_max	slot_index	star_tier	tm_number	resolved_move	raid_drops	missable	missable_reason	source_record	confidence	notes
wild_encounter	Pidgey	16	Route 1	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	3	5	6	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pidgey	16	Route 1	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	3	5	7	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Smoliv	1324	Route 1	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	2	4	8	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Smoliv	1324	Route 1	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	2	4	9	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pansear	566	Route 1	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	2	4	10	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pansear	566	Route 1	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	2	4	11	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Poochyena	286	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	2	4	0	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Zigzagoon-Galar	1222	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	2	4	1	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Rattata-Alola	1020	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	2	4	2	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Scraggy	612	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	2	4	3	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Meowth-Galar	1208	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	2	4	4	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Hoothoot	163	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	2	4	5	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pidgey	16	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	3	5	6	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pidgey	16	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	3	5	7	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Seedot	298	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	2	4	8	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Seedot	298	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	2	4	9	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pansear	566	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	2	4	10	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pansear	566	Route 1	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	2	4	11	NA	NA	NA	NA	FALSE	NA	data.js:areas[Route 1].wild-night[0]	Measured	rate Asserted from the locations sheet
item_ground	Potion	13	Route 1	Kanto	item-standard	NA	NA	10	NA	0	Brock	UNK	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	single placement	data.js:areas[Route 1].item-standard[0]	Asserted	 quantity from the official item sheet
wild_encounter	Shinx	456	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	3	5	0	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Wooloo	1123	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	3	5	1	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Poochyena	286	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	3	5	2	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Spearow	21	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	3	5	3	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Patrat	557	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	3	5	4	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Cubchoo	666	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	5	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Deerling	738	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	3	5	6	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Greavard	859	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	3	5	7	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pikipek	948	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	3	5	8	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pikipek	948	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	3	5	9	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Snover	512	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	3	5	10	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Snover	512	Viridian City	Kanto	wild-day	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	3	5	11	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-day[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Pawmi	843	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	3	5	0	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Mareep	179	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	20	3	5	1	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Poochyena	286	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	3	5	2	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Spearow	21	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	3	5	3	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Patrat	557	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	3	5	4	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Cubchoo	666	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	10	4	6	5	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Deerling	739	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	3	5	6	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Shuppet	377	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	5	3	5	7	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Wattrel	1335	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	3	5	8	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Wattrel	1335	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	4	3	5	9	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Swinub	220	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	3	5	10	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Swinub	220	Viridian City	Kanto	wild-night	NA	NA	REPEATABLE	NA	0	Brock	UNK	1	3	5	11	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-night[0]	Measured	rate Asserted from the locations sheet
wild_encounter	Lanturn	171	Viridian City	Kanto	wild-surf	NA	NA	REPEATABLE	NA	10	May	UNK	60	56	58	0	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-surf[10]	Measured	rate Asserted from the locations sheet
wild_encounter	Lanturn	171	Viridian City	Kanto	wild-surf	NA	NA	REPEATABLE	NA	10	May	UNK	30	56	58	1	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-surf[10]	Measured	rate Asserted from the locations sheet
wild_encounter	Lanturn	171	Viridian City	Kanto	wild-surf	NA	NA	REPEATABLE	NA	10	May	UNK	5	56	58	2	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-surf[10]	Measured	rate Asserted from the locations sheet
wild_encounter	Lanturn	171	Viridian City	Kanto	wild-surf	NA	NA	REPEATABLE	NA	10	May	UNK	4	56	58	3	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-surf[10]	Measured	rate Asserted from the locations sheet
wild_encounter	Lanturn	171	Viridian City	Kanto	wild-surf	NA	NA	REPEATABLE	NA	10	May	UNK	1	56	58	4	NA	NA	NA	NA	FALSE	NA	data.js:areas[Viridian City].wild-surf[10]	Measured	rate Asserted from the locations sheet
